1580203800.0,9014.99000000,9015.00000000,8970.14000000,8975.17000000,799.26945400,1580205599999,7184444.49639329,7371,312.69013600,2810313.52093179,0
1580205600.0,8975.17000000,9032.00000000,8942.00000000,9020.96000000,1850.26800400,1580207399999,16623124.78808443,12470,1178.51833700,10588948.53447264,0
1580207400.0,9020.14000000,9039.22000000,9006.77000000,9019.17000000,922.45861800,1580209199999,8324296.97345090,9834,461.04506100,4160831.67112690,0
1580209200.0,9019.17000000,9107.77000000,9014.00000000,9099.80000000,2087.18093100,1580210999999,18938266.62784668,16330,1102.83501500,10009347.44000894,0
1580211000.0,9099.77000000,9117.47000000,9053.21000000,9082.13000000,1643.46252200,1580212799999,14932993.14749889,12998,748.30014800,6799553.15179647,0
1580212800.0,9081.34000000,9091.60000000,9020.00000000,9046.98000000,1333.62814900,1580214599999,12070050.98998156,12309,566.91813500,5132075.22355566,0
1580214600.0,9047.08000000,9059.28000000,9015.00000000,9049.11000000,1022.62480300,1580216399999,9242126.83651615,9529,519.35904600,4694527.47469972,0
1580216400.0,9049.12000000,9083.13000000,9033.00000000,9065.93000000,1499.79666600,1580218199999,13592759.76112700,12282,834.55846000,7562650.34260385,0
1580218200.0,9066.34000000,9100.00000000,9044.08000000,9086.36000000,1283.64309900,1580219999999,11650732.51715336,9897,562.73329600,5106687.25225066,0
1580220000.0,9086.45000000,9180.00000000,9073.07000000,9178.29000000,3425.57546800,1580221799999,31288425.75499343,24895,2063.69736500,18846803.77811551,0
1580221800.0,9178.22000000,9188.00000000,9020.00000000,9033.93000000,3640.07982100,1580223599999,33102933.77230432,23435,1707.35501000,15535610.36941165,0
1580223600.0,9035.43000000,9066.06000000,8958.00000000,9011.57000000,3194.66578200,1580225399999,28815455.69913265,22769,1408.03547900,12700783.18086268,0
1580225400.0,9011.73000000,9045.63000000,8975.00000000,9024.58000000,2007.16290400,1580227199999,18082192.54522419,17703,880.67601300,7935809.95300658,0
1580227200.0,9025.47000000,9045.88000000,8992.00000000,9007.93000000,1487.67097200,1580228999999,13414889.52554890,12877,805.10548600,7259619.59959223,0
1580229000.0,9007.15000000,9021.39000000,8967.83000000,8969.18000000,1754.98925400,1580230799999,15784232.30050349,11574,962.08250000,8650806.50294744,0
1580230800.0,8967.85000000,8999.78000000,8920.25000000,8939.09000000,2062.90522400,1580232599999,18477595.20307911,14170,1062.62870400,9515475.02466797,0
1580232600.0,8939.44000000,8989.20000000,8862.40000000,8983.03000000,2510.87948300,1580234399999,22432826.05017683,21159,1488.67779100,13304838.29405473,0
1580234400.0,8983.05000000,9040.00000000,8965.38000000,9008.00000000,1358.78258400,1580236199999,12246269.55348097,11132,616.14751300,5552521.52522485,0
1580236200.0,9008.00000000,9022.24000000,8980.72000000,8998.63000000,587.18381000,1580237999999,5284122.07411610,8007,271.17937100,2440692.13004505,0
1580238000.0,8998.69000000,9006.11000000,8976.46000000,9001.36000000,483.90500500,1580239799999,4352221.09004363,6494,223.38054600,2009225.91115851,0
1580239800.0,9001.35000000,9039.84000000,8999.69000000,9010.86000000,761.35063600,1580241599999,6870559.50062400,8063,460.87884800,4159343.53894296,0
1580241600.0,9010.23000000,9085.00000000,9007.74000000,9065.50000000,1577.22355500,1580243399999,14279814.84224206,13615,851.56613400,7708628.17430545,0
1580243400.0,9065.50000000,9090.00000000,9054.04000000,9061.50000000,718.68549700,1580245199999,6518860.41165456,7758,412.66605100,3744183.96528525,0
1580245200.0,9061.50000000,9120.00000000,9058.17000000,9078.61000000,1053.31890900,1580246999999,9580072.25205086,11250,672.08741200,6112875.48797129,0
1580247000.0,9078.74000000,9088.06000000,9038.69000000,9050.64000000,691.30401300,1580248799999,6265042.47347137,6931,344.83843900,3125385.61675894,0
1580248800.0,9050.19000000,9089.06000000,9045.29000000,9070.68000000,375.57521800,1580250599999,3407274.37524927,5630,191.53946100,1737791.49498474,0
1580250600.0,9070.42000000,9163.50000000,9070.36000000,9133.00000000,1266.18361000,1580252399999,11560900.90581223,11899,753.07493900,6875940.97441487,0
1580252400.0,9133.00000000,9164.00000000,9115.55000000,9152.70000000,1072.50552100,1580254199999,9806448.25993377,8560,522.19720200,4774383.12847672,0
1580254200.0,9152.24000000,9400.00000000,9148.62000000,9374.21000000,6672.54934400,1580255999999,62122006.69083649,50304,3930.64198600,36570993.87145184,0
1580256000.0,9375.34000000,9420.82000000,9339.00000000,9356.57000000,2789.21021900,1580257799999,26169380.89599073,22379,1370.37194100,12858521.08293133,0
1580257800.0,9356.46000000,9370.00000000,9316.00000000,9331.15000000,1754.76980300,1580259599999,16389793.10039030,13663,765.01325600,7145821.72656445,0
1580259600.0,9331.33000000,9385.00000000,9326.03000000,9341.58000000,1382.07986400,1580261399999,12937640.78893829,12004,589.78476600,5520939.24027199,0
1580261400.0,9341.58000000,9364.10000000,9326.54000000,9344.24000000,791.75646000,1580263199999,7395867.81921699,7353,449.99600300,4203537.08063252,0
1580263200.0,9344.24000000,9362.28000000,9261.32000000,9300.01000000,1375.27784100,1580264999999,12819666.15981509,10786,674.78668200,6292593.54919743,0
1580265000.0,9300.01000000,9340.87000000,9298.61000000,9323.11000000,730.96884300,1580266799999,6809231.73893239,6500,386.98188500,3604550.92391849,0
1580266800.0,9324.05000000,9348.68000000,9308.01000000,9317.28000000,661.15602500,1580268599999,6170809.00413536,7060,361.32287100,3372385.76619156,0
1580268600.0,9317.26000000,9362.53000000,9313.15000000,9343.50000000,802.15548500,1580270399999,7497037.26532644,8370,376.34658500,3517159.06681448,0
1580270400.0,9343.75000000,9379.93000000,9325.00000000,9332.91000000,868.99595700,1580272199999,8130662.91040813,8152,404.35174500,3784521.42268697,0
1580272200.0,9332.89000000,9344.74000000,9314.00000000,9333.79000000,604.55606300,1580273999999,5640407.93761033,6596,265.04847100,2473411.02976113,0
1580274000.0,9333.49000000,9359.45000000,9326.13000000,9358.00000000,615.41363200,1580275799999,5752376.36251544,7387,302.43596400,2827226.48532161,0
1580275800.0,9358.00000000,9362.61000000,9330.22000000,9355.07000000,745.19201000,1580277599999,6966811.94224362,8104,343.40977700,3210561.43307650,0
1580277600.0,9354.95000000,9393.04000000,9351.33000000,9368.00000000,1200.36757100,1580279399999,11246805.82433941,10437,739.78416800,6931261.63703979,0
1580279400.0,9368.74000000,9380.20000000,9330.00000000,9332.74000000,1231.96184900,1580281199999,11522235.15722904,10761,518.75894400,4853542.08722084,0
1580281200.0,9333.09000000,9349.99000000,9317.08000000,9349.02000000,953.89148700,1580282999999,8909055.85196637,9851,467.47480000,4366243.48590007,0
1580283000.0,9349.03000000,9370.07000000,9339.05000000,9365.00000000,1161.08069800,1580284799999,10860503.16739768,9956,570.94719300,5340653.19376240,0
1580284800.0,9365.00000000,9372.00000000,9341.78000000,9353.07000000,699.64739400,1580286599999,6545402.24731656,8292,380.30635700,3557769.68096710,0
1580286600.0,9353.07000000,9387.99000000,9352.56000000,9387.11000000,815.24765500,1580288399999,7639047.31332346,9445,413.87848900,3878493.49890075,0
1580288400.0,9387.52000000,9387.52000000,9330.55000000,9343.43000000,1175.20338900,1580290199999,10990034.10126764,13850,558.64837900,5223682.41392131,0
1580290200.0,9343.43000000,9355.17000000,9319.20000000,9332.48000000,1222.15680200,1580291999999,11410355.40582233,8688,521.48560700,4871295.71906522,0
1580292000.0,9332.48000000,9369.00000000,9257.58000000,9348.50000000,2487.96153900,1580293799999,23186362.16133634,17103,1339.31250400,12490135.86960876,0
1580293800.0,9349.38000000,9434.94000000,9345.70000000,9407.93000000,1851.62614900,1580295599999,17382481.78694606,14613,1103.07104400,10355508.32140353,0
1580295600.0,9405.35000000,9416.71000000,9258.00000000,9282.21000000,3516.43878000,1580297399999,32733836.15837743,25178,1313.36333700,12227027.61467988,0
1580297400.0,9282.02000000,9309.53000000,9216.00000000,9303.15000000,1738.16927400,1580299199999,16117832.73329730,15114,857.10017500,7950459.79352959,0
1580299200.0,9303.16000000,9316.80000000,9250.05000000,9291.63000000,1098.59550500,1580300999999,10200058.14230216,10066,528.11933300,4903733.15952460,0
1580301000.0,9291.51000000,9305.00000000,9277.00000000,9280.06000000,666.03856800,1580302799999,6187811.14304738,7464,379.88235800,3529733.76685560,0
1580302800.0,9279.77000000,9351.50000000,9265.00000000,9288.17000000,2003.19068000,1580304599999,18643313.03705797,14400,1141.56232400,10623224.03130243,0
1580304600.0,9288.23000000,9330.00000000,9280.29000000,9324.07000000,796.67985800,1580306399999,7416558.67886941,7710,388.42370400,3616263.63585222,0
1580306400.0,9324.07000000,9345.42000000,9290.00000000,9334.21000000,761.06249200,1580308199999,7092159.69117632,8096,454.65453300,4236824.39254909,0
1580308200.0,9333.92000000,9337.33000000,9315.01000000,9329.08000000,630.02298200,1580309999999,5875987.63222636,6519,342.57730700,3194839.66181468,0
1580310000.0,9329.48000000,9329.48000000,9280.26000000,9301.78000000,716.73880800,1580311799999,6667607.13563725,7952,350.55494100,3261036.61816920,0
1580311800.0,9301.80000000,9315.00000000,9279.35000000,9285.01000000,704.95076800,1580313599999,6551443.82123478,8081,341.19375900,3171234.80515290,0
1580313600.0,9285.00000000,9349.26000000,9265.00000000,9336.01000000,1332.14736800,1580315399999,12408047.07407283,13340,685.24791800,6383843.49838801,0
1580315400.0,9335.78000000,9366.00000000,9320.00000000,9361.20000000,869.29330200,1580317199999,8123658.34018115,10220,497.07790200,4645400.79021313,0
1580317200.0,9361.21000000,9375.00000000,9335.01000000,9369.01000000,1047.57676800,1580318999999,9801523.49073292,9536,458.32268200,4289274.97848835,0
1580319000.0,9369.38000000,9373.01000000,9341.65000000,9343.81000000,751.88995200,1580320799999,7032670.20615568,8364,404.70663300,3784822.80422236,0
1580320800.0,9343.81000000,9378.90000000,9341.91000000,9357.74000000,677.08382300,1580322599999,6338562.89280181,7509,313.83019100,2937907.22885689,0
1580322600.0,9357.67000000,9382.36000000,9352.93000000,9372.32000000,633.97724000,1580324399999,5940991.72472332,6410,281.52850400,2638174.34066855,0
1580324400.0,9372.31000000,9380.76000000,9322.26000000,9358.37000000,768.62389100,1580326199999,7185188.22622122,8562,313.29519300,2928149.22730516,0
1580326200.0,9358.08000000,9415.00000000,9347.16000000,9393.98000000,1851.10701700,1580327999999,17387587.81696702,13912,1142.50458000,10731976.14261197,0
1580328000.0,9393.73000000,9414.44000000,9351.73000000,9381.90000000,967.83428300,1580329799999,9079455.39896557,8963,496.52953700,4658373.26836545,0
1580329800.0,9381.76000000,9405.81000000,9370.01000000,9386.46000000,592.99859700,1580331599999,5565422.36602541,7197,304.00389800,2853410.11170839,0
1580331600.0,9386.30000000,9449.24000000,9330.00000000,9350.18000000,2382.18219900,1580333399999,22365209.69366552,17463,1048.47842300,9847795.88852196,0
1580333400.0,9350.40000000,9386.62000000,9340.00000000,9377.99000000,755.45422900,1580335199999,7070335.16308529,7891,391.13844900,3661003.52862562,0
1580335200.0,9377.99000000,9386.81000000,9335.61000000,9346.00000000,527.57598600,1580336999999,4939573.83255547,6751,223.86328400,2096345.87546783,0
1580337000.0,9346.00000000,9358.69000000,9309.75000000,9341.99000000,773.43055100,1580338799999,7220055.84757246,8342,435.85060000,4069174.31518489,0
1580338800.0,9342.00000000,9363.00000000,9320.00000000,9341.54000000,455.87759400,1580340599999,4260929.25222781,6919,240.99582700,2252638.18821971,0
1580340600.0,9341.65000000,9347.74000000,9288.75000000,9301.53000000,924.44787200,1580342399999,8610780.39470999,9236,377.32850600,3516344.02975374,0
1580342400.0,9301.57000000,9333.97000000,9204.44000000,9238.87000000,2383.52364800,1580344199999,22092908.11244126,19336,838.26460700,7772763.37722284,0
1580344200.0,9238.66000000,9297.00000000,9205.70000000,9278.29000000,1368.29795200,1580345999999,12656982.38409456,13813,683.89368100,6326327.01061833,0
1580346000.0,9278.29000000,9293.10000000,9252.81000000,9270.07000000,740.84165500,1580347799999,6869177.28617612,7308,356.96574800,3309921.22771295,0
1580347800.0,9270.07000000,9298.28000000,9262.08000000,9296.36000000,591.77719200,1580349599999,5493151.49894928,6704,325.94539200,3025296.31149569,0
1580349600.0,9296.26000000,9296.26000000,9266.96000000,9276.80000000,457.41460300,1580351399999,4243397.34318400,5707,211.56330300,1962545.59493125,0
1580351400.0,9278.33000000,9280.00000000,9252.00000000,9252.00000000,449.74084800,1580353199999,4167393.47274861,5723,205.72634300,1906516.56211087,0
1580353200.0,9252.01000000,9282.58000000,9247.82000000,9270.58000000,500.97477700,1580354999999,4641178.32024411,5820,270.42983500,2505300.84406096,0
1580355000.0,9270.05000000,9292.00000000,9267.06000000,9280.30000000,486.36067100,1580356799999,4513249.20981200,6489,271.06739100,2515501.07760341,0
1580356800.0,9281.63000000,9360.00000000,9277.23000000,9349.21000000,973.51912600,1580358599999,9080845.43924170,10018,536.93054000,5008256.09790667,0
1580358600.0,9349.15000000,9360.00000000,9327.34000000,9329.50000000,603.76722600,1580360399999,5642637.09611504,5716,347.07759000,3244103.58099618,0
1580360400.0,9329.51000000,9353.36000000,9325.03000000,9326.90000000,439.60980000,1580362199999,4105352.66134360,5841,253.89024700,2371164.16500920,0
1580362200.0,9326.04000000,9351.74000000,9316.35000000,9318.00000000,933.67794000,1580363999999,8708266.85917075,8164,535.92219300,4998696.18198159,0
1580364000.0,9318.00000000,9343.60000000,9305.00000000,9338.48000000,724.06134100,1580365799999,6750798.17651808,6393,286.05146400,2667416.44412077,0
1580365800.0,9338.47000000,9350.00000000,9320.00000000,9325.32000000,439.14129900,1580367599999,4100131.01166066,5337,233.40458400,2179376.96986470,0
1580367600.0,9327.29000000,9375.00000000,9326.16000000,9364.05000000,981.46950800,1580369399999,9183414.00827414,8144,675.96132000,6325715.29783984,0
1580369400.0,9362.76000000,9399.00000000,9352.01000000,9391.02000000,1299.99513300,1580371199999,12193890.22806964,11944,606.25214400,5686297.11803290,0
1580371200.0,9391.55000000,9408.36000000,9367.11000000,9374.52000000,1260.15105900,1580372999999,11826027.72560276,10755,678.04091000,6363929.03819125,0
1580373000.0,9374.52000000,9385.00000000,9356.00000000,9374.02000000,963.13575000,1580374799999,9024132.35485397,8959,496.28240700,4650278.17415331,0
1580374800.0,9374.03000000,9391.65000000,9320.01000000,9359.78000000,1360.55587000,1580376599999,12723167.41278448,12577,695.47751800,6504054.06410048,0
1580376600.0,9357.42000000,9370.00000000,9343.21000000,9364.49000000,756.98419800,1580378399999,7083447.76070439,8386,440.70698800,4123847.80019437,0
1580378400.0,9364.49000000,9376.98000000,9345.00000000,9353.33000000,546.98118300,1580380199999,5119508.85023212,6886,279.31727000,2614427.47086972,0
1580380200.0,9354.52000000,9356.00000000,9327.00000000,9334.27000000,711.92004700,1580381999999,6651476.61667956,7611,294.52186100,2751960.72690969,0
1580382000.0,9335.13000000,9345.55000000,9315.00000000,9334.04000000,915.95320900,1580383799999,8546700.99316182,8717,457.86794200,4273282.24562648,0
1580383800.0,9333.18000000,9361.21000000,9322.21000000,9338.21000000,654.99547300,1580385599999,6120817.65582699,6761,431.79789100,4035322.85027869,0
