1623447300000,36944.44000000,36946.13000000,36800.00000000,36852.80000000,316.64099700,1623447599999,11666122.68306526,7804,158.59941600,5843556.07303921,0
1623447600000,36854.47000000,36899.64000000,36750.19000000,36841.62000000,355.92547100,1623447899999,13105946.55558256,6561,152.73568300,5625877.71044805,0
1623447900000,36842.87000000,36920.76000000,36745.00000000,36877.84000000,237.59470900,1623448199999,8755299.87625187,5308,113.06211900,4167078.89761231,0
1623448200000,36877.84000000,36949.21000000,36868.20000000,36941.17000000,147.59690200,1623448499999,5448548.52184711,3542,70.86840900,2616250.00027765,0
1623448500000,36941.17000000,36962.85000000,36866.83000000,36898.68000000,205.08687000,1623448799999,7572199.36645113,5097,112.89637600,4168673.04165272,0
1623448800000,36901.01000000,36950.00000000,36832.50000000,36944.31000000,217.93522400,1623449099999,8040207.29601442,6208,118.17607600,4359601.25744926,0
1623449100000,36944.31000000,37069.37000000,36934.30000000,37019.72000000,270.86618000,1623449399999,10025692.17590565,6793,130.37129600,4824994.53180209,0
1623449400000,37019.72000000,37033.26000000,36953.38000000,37022.00000000,350.35676900,1623449699999,12962697.66733463,5171,150.92804700,5583500.27748505,0
1623449700000,37022.00000000,37105.74000000,36973.59000000,37048.22000000,373.45978600,1623449999999,13829424.87602702,6922,191.08055000,7075985.28069774,0
1623450000000,37048.13000000,37354.69000000,37048.13000000,37302.26000000,376.26963400,1623450299999,14000648.31096786,9131,240.74895400,8961159.86505303,0
1623450300000,37302.25000000,37420.19000000,37272.07000000,37361.89000000,400.61810500,1623450599999,14968144.14677824,8620,256.23343900,9573920.65010023,0
1623450600000,37361.91000000,37498.58000000,37359.01000000,37374.29000000,405.62332500,1623450899999,15183979.47083774,8282,241.90924400,9055702.87434096,0
1623450900000,37374.29000000,37406.64000000,37312.05000000,37317.94000000,318.42961800,1623451199999,11891702.05519017,5706,89.58882900,3346070.09875101,0
1623451200000,37317.93000000,37394.00000000,37312.10000000,37325.78000000,151.34314100,1623451499999,5654156.25030447,5222,75.21734400,2810013.79474005,0
1623451500000,37325.78000000,37489.39000000,37324.00000000,37430.00000000,213.26299700,1623451799999,7978808.69710996,5498,120.33477800,4501551.67756955,0
1623451800000,37430.00000000,37441.40000000,37331.92000000,37336.42000000,222.14978600,1623452099999,8306108.19425712,4612,95.13493500,3556548.10869445,0
1623452100000,37337.54000000,37390.00000000,37323.39000000,37350.69000000,142.06263200,1623452399999,5307527.27114714,3765,95.32540500,3561377.46820754,0
1623452400000,37350.69000000,37394.48000000,37248.97000000,37283.79000000,257.07734600,1623452699999,9595332.93709316,4425,91.68126300,3422053.42375013,0
1623452700000,37283.79000000,37310.33000000,37180.00000000,37236.64000000,178.96377200,1623452999999,6666434.16936263,4376,63.22575100,2355039.66051780,0
1623453000000,37236.64000000,37281.12000000,37190.64000000,37259.30000000,119.29687800,1623453299999,4443155.21633735,3198,54.66954400,2036201.06764440,0
1623453300000,37259.29000000,37297.06000000,37122.76000000,37124.65000000,213.93137900,1623453599999,7956027.03812222,4366,91.07710700,3387581.30608412,0
1623453600000,37124.65000000,37151.52000000,37005.19000000,37104.19000000,396.13294600,1623453899999,14677819.90479771,6814,204.84369700,7589007.74525932,0
1623453900000,37104.19000000,37192.27000000,37024.21000000,37072.88000000,232.69664100,1623454199999,8639715.47130167,3880,128.93220400,4786927.14838068,0
1623454200000,37072.88000000,37079.00000000,36941.00000000,37012.92000000,362.77977100,1623454499999,13420404.12255828,5618,157.61778300,5830757.79570239,0
1623454500000,37012.92000000,37100.00000000,36983.14000000,37033.38000000,149.10202700,1623454799999,5522127.55797350,3788,83.81563300,3104387.81125323,0
1623454800000,37033.38000000,37192.26000000,37000.00000000,37182.53000000,279.10208400,1623455099999,10349520.88673874,4555,161.23882700,5978395.23956968,0
1623455100000,37182.52000000,37415.75000000,37142.15000000,37314.10000000,462.75923100,1623455399999,17265927.42374759,6594,224.97218500,8392990.25101514,0
1623455400000,37314.11000000,37314.11000000,37177.16000000,37177.94000000,108.48572100,1623455699999,4041315.54043368,3361,53.32096500,1986378.21792845,0
1623455700000,37177.94000000,37350.01000000,37166.69000000,37331.98000000,253.30042100,1623455999999,9441634.56117041,3426,153.40173700,5718399.00907558,0
1623456000000,37331.98000000,37350.10000000,37125.99000000,37158.34000000,367.42065500,1623456299999,13686149.96277833,6400,149.13774100,5557218.65190915,0
1623456300000,37158.34000000,37463.63000000,37156.43000000,37332.01000000,456.94428100,1623456599999,17075266.91528380,7530,240.76552500,8997712.38775219,0
1623456600000,37332.00000000,37332.00000000,37184.79000000,37221.44000000,263.34210900,1623456899999,9809511.10769348,4424,138.97869800,5176893.50863385,0
1623456900000,37221.43000000,37266.72000000,37135.36000000,37204.46000000,578.62283900,1623457199999,21521482.12054944,6172,273.78684000,10182920.79746584,0
1623457200000,37204.47000000,37204.47000000,37044.42000000,37136.94000000,415.36540200,1623457499999,15423680.85677912,5526,205.35764500,7626359.62461383,0
1623457500000,37136.93000000,37147.27000000,37022.94000000,37069.95000000,509.13366000,1623457799999,18880896.24443219,5917,258.58537200,9589620.35829386,0
1623457800000,37069.95000000,37144.46000000,36972.96000000,37100.47000000,311.37289300,1623458099999,11537889.14471872,5481,170.11545200,6303558.17501372,0
1623458100000,37100.46000000,37220.86000000,37070.00000000,37173.87000000,312.39041100,1623458399999,11615387.38827336,4267,155.00421100,5762834.62684639,0
1623458400000,37175.48000000,37227.23000000,37086.40000000,37102.52000000,144.18846800,1623458699999,5356079.86745547,3039,93.63388400,3478406.68042596,0
